landing_id,activity_period,operating_airline,operating_iata,published_airline,published_iata,geo_summary,geo_region,landing_aircraft_type,body_type,aircraft_manufacturer,aircraft_model,aircraft_version,landing_count,total_landed_weight,airline_id,airport_id,runway_id,weather_id,flight_id,pilot_id,delay_id,maintenance_id,aircraft_capacity
21560,202408,Johnson-Rivera,KII,Johnson LLC,DUF,International,Africa,Jet,Wide-body,Boeing,CRJ900,-1000,6,113134,68,36,146,2,2885,168,1660,3366,180
21561,202304,Baker PLC,OZD,"Sanchez, Reed and Burns",XRM,Domestic,North America,Turboprop,Narrow-body,Boeing,737,-900,4,118657,332,75,138,6,13111,178,28,3909,180
21562,202102,Martin-Allen,JAS,Rhodes-Carey,IIB,International,Asia,Turboprop,Narrow-body,Bombardier,CRJ900,-900,4,332370,305,44,170,88,11823,231,1167,3232,200
21563,202209,Davis-Kirk,ACR,"Kelly, Hill and Moore",URG,Domestic,Asia,Jet,Wide-body,Embraer,A320,-200,6,273282,480,115,183,3,9908,167,952,4350,220
21564,202305,"Gill, Dixon and Perez",SUF,Stevenson PLC,IQE,International,Africa,Helicopter,Narrow-body,Bombardier,A320,-1000,6,136440,12,127,64,32,19099,17,730,3308,250
21565,202106,Smith-Watkins,JOU,Russell-Clark,YBV,Domestic,Oceania,Jet,Wide-body,Embraer,737,-900,4,113900,326,284,193,40,9392,769,2063,2624,250
21566,202408,"Campbell, Mitchell and Martinez",CUU,Brown Group,JLK,International,South America,Helicopter,Narrow-body,Embraer,E190,-800,1,204937,240,147,168,4,17073,974,1966,1677,180
21567,202010,Stephenson LLC,XJP,Simon PLC,OAM,International,Europe,Jet,Wide-body,Airbus,A320,-200,9,143108,64,21,32,58,11459,84,2379,3181,200
21568,202403,"Sanchez, Oconnor and Smith",FXL,Armstrong Group,UBL,Domestic,North America,Jet,Narrow-body,Airbus,A320,-800,7,250913,152,10,166,40,20275,41,1751,114,200
21569,202210,Harris-Kim,UDK,Mata PLC,DIK,Domestic,North America,Turboprop,Wide-body,Embraer,E190,-200,4,113300,67,118,139,12,21705,751,81,3987,200
21570,202209,"Drake, Davis and Martinez",AIX,Palmer-Ross,NKY,International,North America,Helicopter,Narrow-body,Embraer,737,-900,5,212849,299,90,24,29,19303,33,2427,2506,220
21571,202105,"Bowers, Neal and Estrada",XEE,Scott-Castro,HRD,Domestic,Europe,Turboprop,Wide-body,Bombardier,737,-200,2,161446,349,211,40,54,7527,160,1903,1613,250
21572,202304,"Sheppard, Russell and Perry",XUQ,Soto PLC,FCP,International,North America,Turboprop,Narrow-body,Embraer,E190,-1000,4,220722,416,2,51,32,13398,95,713,1433,220
21573,202203,"Kelly, Santiago and Terry",CTY,Armstrong Group,SKG,International,South America,Turboprop,Wide-body,Bombardier,A320,-200,7,374987,45,163,112,84,21327,750,2469,391,180
21574,202411,"Smith, Sanchez and Simmons",XWU,Ryan PLC,JVO,Domestic,North America,Turboprop,Wide-body,Airbus,CRJ900,-900,9,74197,187,93,111,39,15104,501,2603,3743,200
21575,202007,Vasquez-Underwood,HQZ,Simmons and Sons,WVF,International,North America,Jet,Narrow-body,Bombardier,E190,-900,3,251213,457,163,17,63,15018,370,1829,4300,150
21576,202302,"Parsons, Boone and Byrd",RBJ,Cline-Neal,KMW,Domestic,Oceania,Helicopter,Narrow-body,Airbus,737,-800,1,287519,37,146,40,16,2438,957,41,3118,180
21577,202405,"Scott, Wilson and Melendez",RUU,Mcdonald and Sons,JUW,International,Africa,Turboprop,Wide-body,Boeing,E190,-800,1,216101,387,30,153,67,21044,683,966,1671,200
21578,202111,Cunningham Group,AQL,Dougherty-Sanders,BNJ,International,South America,Turboprop,Wide-body,Bombardier,CRJ900,-800,10,218815,18,59,28,67,7232,270,1580,604,250
21579,202403,Cole-Robbins,FUV,"Gonzalez, Kelly and Stanley",TWE,Domestic,Africa,Jet,Wide-body,Boeing,A320,-900,4,293612,355,250,57,98,13074,23,2224,3869,200
21580,202012,"Brown, Davila and Nguyen",TOC,"Taylor, Harris and Espinoza",BHL,Domestic,South America,Jet,Wide-body,Bombardier,A320,-900,1,162651,72,208,165,69,16931,174,2003,690,180
21581,202111,Simpson-Hawkins,DYQ,"Johnson, Gonzales and Ward",BEV,International,North America,Jet,Wide-body,Boeing,CRJ900,-800,6,102990,494,224,55,11,20898,742,1698,3128,250
21582,202103,"Martin, Evans and Valencia",UCO,Ray PLC,HUX,International,Asia,Turboprop,Narrow-body,Embraer,737,-1000,5,289330,493,201,101,61,10509,220,2420,4857,200
21583,202007,Estrada-Nolan,PWG,"Roth, Harris and Bates",WJX,Domestic,South America,Helicopter,Narrow-body,Airbus,737,-800,1,142272,485,227,33,32,17925,53,1263,2191,200
21584,202210,"Williams, Roberts and Best",STZ,"Anderson, Hawkins and Fletcher",MRO,International,South America,Jet,Narrow-body,Embraer,A320,-800,1,358805,264,192,152,46,12591,308,2153,4386,180
21585,202007,Holden Group,ZKY,Miller Group,PKV,International,Asia,Jet,Wide-body,Bombardier,CRJ900,-900,9,329127,57,82,186,3,20928,263,1512,3411,220
21586,202202,Ramirez-Walker,WOU,Boyd Ltd,ZEO,International,Oceania,Helicopter,Wide-body,Bombardier,737,-200,6,353665,315,47,166,87,3540,607,2500,286,180
21587,202306,Butler Ltd,PFX,Garcia PLC,HQM,Domestic,Oceania,Jet,Wide-body,Boeing,A320,-900,5,130179,389,54,55,14,1175,656,63,4661,220
21588,202006,White Group,CBA,Alexander-Zhang,BPF,International,Europe,Turboprop,Wide-body,Boeing,CRJ900,-900,9,133578,60,45,24,75,14512,218,2933,310,150
21589,202203,Williams PLC,MCI,Davies-Lester,CON,Domestic,Europe,Turboprop,Wide-body,Boeing,A320,-200,4,290066,281,19,50,11,17333,61,651,2975,200
21590,202409,Goodman-Powers,UTT,Jackson Group,JKT,Domestic,North America,Jet,Narrow-body,Embraer,CRJ900,-900,7,285508,158,200,50,81,5344,988,954,1418,150
21591,202211,Flowers Group,LGP,Ward-Medina,SHD,Domestic,Africa,Turboprop,Narrow-body,Embraer,737,-800,5,303382,147,171,115,91,6498,99,2176,720,200
21592,202202,"Miller, Harris and Moody",FWY,"Simpson, Bolton and Watkins",XHF,International,Oceania,Turboprop,Wide-body,Bombardier,737,-1000,2,52741,282,115,141,76,14262,3,428,3762,180
21593,202502,Davenport-Cooley,CZQ,"Young, Bartlett and Oconnor",QEY,Domestic,Europe,Jet,Wide-body,Airbus,737,-200,7,292931,304,202,109,43,19075,873,298,1802,150
21594,202110,Stone-Oconnor,WXL,"Johnson, Lopez and Gibbs",IUD,International,Europe,Jet,Narrow-body,Boeing,CRJ900,-900,8,204335,328,80,157,79,21134,338,2582,2528,220
21595,202103,"David, Gregory and Gonzales",YEK,"Thomas, Richardson and Beck",EME,International,Oceania,Helicopter,Wide-body,Embraer,CRJ900,-1000,4,101905,122,223,157,69,6463,901,300,4810,180
21596,202107,Glass-Cisneros,NWD,Carey-Glass,XRP,Domestic,North America,Jet,Wide-body,Boeing,CRJ900,-900,7,84804,490,43,51,53,19535,366,1754,4131,180
21597,202201,Rollins-Davis,UDV,Phillips-Wilkins,FNY,Domestic,Asia,Jet,Narrow-body,Airbus,CRJ900,-1000,7,365081,409,282,10,46,21413,463,2844,2183,220
21598,202301,Martinez-Kaiser,PZV,Rodriguez PLC,AMI,International,Oceania,Jet,Wide-body,Embraer,E190,-200,10,329205,12,115,180,17,18075,410,2010,1434,150
21599,202504,"Smith, Schwartz and Waters",QFK,Bonilla and Sons,CYT,Domestic,Asia,Helicopter,Wide-body,Embraer,A320,-1000,3,291975,139,205,11,2,3673,996,2038,881,220
21600,202207,"Baxter, Johnson and Beard",AAJ,"Harvey, Gibbs and Whitehead",GUQ,International,Europe,Jet,Wide-body,Embraer,E190,-900,2,380596,357,84,195,56,21691,761,2605,1934,180
21601,202212,"Avila, Fitzpatrick and Davis",MGX,"Benson, Dillon and Jackson",YGA,International,Africa,Jet,Narrow-body,Embraer,CRJ900,-900,2,100830,35,136,90,55,9848,841,639,2688,200
21602,202005,Hicks-Hughes,SAX,"Brown, Adams and Price",EDX,International,Africa,Turboprop,Narrow-body,Bombardier,E190,-1000,5,108680,249,63,108,71,20840,669,682,3845,200
21603,202503,"Watts, Williams and White",GKU,Hall Ltd,VMJ,Domestic,Africa,Turboprop,Narrow-body,Boeing,737,-200,10,302567,457,44,186,28,6734,514,2263,1823,180
21604,202401,Castro-Sherman,JXX,Yu and Sons,PRY,International,South America,Helicopter,Narrow-body,Airbus,737,-1000,10,205348,170,218,20,56,11206,986,2664,1868,180
21605,202411,Griffin-Perez,AYD,Dennis-Sanchez,EQM,International,South America,Turboprop,Narrow-body,Bombardier,CRJ900,-200,3,267762,425,133,40,17,132,586,975,3436,220
21606,202205,Parker and Sons,QYZ,Vargas-Nolan,OSW,Domestic,Asia,Helicopter,Narrow-body,Airbus,E190,-900,9,362399,498,173,49,97,14004,689,2253,481,150
21607,202409,"Lambert, Watson and Rios",ECB,Boyd Group,ARL,International,Europe,Helicopter,Wide-body,Bombardier,A320,-1000,7,227237,68,18,49,100,16423,927,2160,4021,220
21608,202309,"Martin, Pineda and Mitchell",WVP,"Santos, Shaw and Roberts",NIA,International,Europe,Jet,Narrow-body,Embraer,737,-900,3,235995,69,57,66,88,10141,309,1690,4519,220
21609,202502,Anthony-Johnston,IBD,Fowler PLC,FWW,International,Oceania,Jet,Wide-body,Embraer,737,-800,1,108505,362,79,104,46,16358,789,2902,1357,200
21610,202211,Roy-Drake,OGU,Chavez Group,VLU,International,Asia,Turboprop,Narrow-body,Bombardier,CRJ900,-800,9,167675,217,221,176,95,11790,424,1888,477,150
21611,202201,White Group,PTH,"Roberts, Butler and Stone",YGN,Domestic,North America,Turboprop,Narrow-body,Boeing,E190,-800,9,71164,238,29,143,35,20436,550,1707,1412,150
21612,202407,"Howard, Rios and Hunter",LLY,"Brown, Vasquez and Bryan",RXT,International,Europe,Helicopter,Wide-body,Airbus,CRJ900,-1000,2,61828,153,99,93,48,10992,510,2786,3697,150
21613,202111,Fisher-Santos,RVT,"Barron, Davidson and Nguyen",SRH,Domestic,Oceania,Helicopter,Narrow-body,Boeing,737,-800,1,220559,222,218,42,19,14492,820,793,1709,180
21614,202008,Myers-Allen,HQO,"Porter, Mahoney and Hansen",XPH,Domestic,Europe,Helicopter,Wide-body,Airbus,CRJ900,-900,2,302774,494,57,62,63,19524,125,378,202,200
21615,202304,Allen-Collins,WYV,Richardson-Carroll,HMB,International,South America,Jet,Narrow-body,Bombardier,CRJ900,-900,2,76529,133,261,160,53,1286,697,1728,2376,250
21616,202109,Johnson-Zhang,MCY,"Bell, Davis and Williams",VRT,International,Asia,Jet,Narrow-body,Boeing,CRJ900,-1000,8,310836,389,195,101,84,9079,227,156,3604,250
21617,202008,"Gonzales, Hall and Maldonado",OAG,Briggs Group,DBU,Domestic,Oceania,Turboprop,Narrow-body,Airbus,E190,-800,4,256206,485,25,141,100,12891,244,2304,1430,200
21618,202411,Patterson PLC,PGT,Hill-Pearson,PII,International,South America,Helicopter,Narrow-body,Airbus,A320,-800,2,330309,339,240,177,2,331,383,1004,3326,180
21619,202105,Arnold PLC,YMF,"Farley, Jackson and Edwards",LEO,Domestic,Europe,Jet,Narrow-body,Bombardier,737,-200,7,249531,414,137,6,41,20774,481,1011,2911,220
21620,202104,"Ramirez, Ochoa and Stevenson",CTD,Hull-Atkins,YFV,International,Oceania,Jet,Wide-body,Embraer,E190,-800,5,275072,76,298,77,55,21786,625,1346,78,150
21621,202101,"Porter, Davis and Robles",VJK,Davis-Mooney,HPB,International,South America,Helicopter,Wide-body,Bombardier,A320,-1000,10,273471,340,102,134,60,17774,806,1552,1402,180
21622,202401,Goodman Ltd,ZFV,"Taylor, Carey and Hernandez",YIE,International,South America,Jet,Wide-body,Airbus,A320,-200,8,330367,494,58,192,56,18503,799,750,1429,220
21623,202408,Morales and Sons,LAF,Terry-Smith,AZC,International,North America,Turboprop,Wide-body,Airbus,CRJ900,-800,5,216829,320,145,179,66,5975,496,1037,1520,150
21624,202203,"Robertson, Munoz and Carlson",EDF,Bates Ltd,HWO,Domestic,Africa,Turboprop,Narrow-body,Boeing,E190,-800,8,60307,247,118,9,32,10862,237,2954,2679,150
21625,202305,"Jacobson, Case and Baker",MMT,Wiggins PLC,MWA,International,South America,Helicopter,Narrow-body,Boeing,E190,-800,10,285195,106,66,175,47,21749,547,588,515,150
21626,202104,"Moore, Riggs and Chavez",YUV,"Hernandez, Hall and Moore",AXN,International,Africa,Turboprop,Wide-body,Embraer,737,-800,9,389887,146,169,113,72,8185,747,550,4295,150
21627,202007,Ruiz-Gonzalez,LGJ,Smith-Hensley,VAH,International,North America,Turboprop,Narrow-body,Airbus,A320,-900,6,297504,226,176,146,54,17352,930,1136,4181,250
21628,202409,"Evans, Miller and Gonzales",GJM,"Hardy, Brown and Martin",MUZ,Domestic,Africa,Jet,Narrow-body,Embraer,E190,-900,5,240558,12,247,107,37,13878,303,2736,2451,150
21629,202105,"Wagner, Fernandez and Lucero",YOG,Brown-Tucker,VFF,International,South America,Turboprop,Wide-body,Bombardier,A320,-800,3,79218,305,155,72,20,16092,770,717,3653,220
21630,202302,"Wagner, Mitchell and Powers",EJO,Baker-Brewer,HXX,Domestic,North America,Helicopter,Wide-body,Airbus,CRJ900,-1000,9,191536,63,13,15,56,10258,691,1608,1227,180
21631,202209,Brown-Garcia,UJM,Valdez-Sanchez,TYF,International,Oceania,Helicopter,Wide-body,Bombardier,CRJ900,-800,6,198680,438,299,85,32,20530,452,1881,3371,150
21632,202503,Smith-Ortiz,WHL,"Butler, Lawson and Barnes",MSZ,Domestic,Africa,Turboprop,Wide-body,Airbus,E190,-1000,4,61868,495,170,1,5,8321,816,2420,3880,150
21633,202202,"Duncan, Frost and Rice",JNT,"Norman, Mason and Carpenter",EXH,International,South America,Jet,Wide-body,Airbus,E190,-900,5,198968,19,217,173,64,19534,525,2057,4151,180
21634,202502,Smith and Sons,XVP,Harding LLC,CTZ,Domestic,Oceania,Jet,Wide-body,Airbus,E190,-200,2,73103,260,259,152,56,3859,109,2894,3137,180
21635,202005,"Mitchell, Wilson and Miller",RWF,Johnson-Hernandez,WOM,Domestic,North America,Helicopter,Narrow-body,Embraer,737,-800,3,144774,156,212,47,22,19310,505,2547,457,250
21636,202203,"Reese, Kennedy and Jimenez",AYO,Williams-Wilson,CHW,Domestic,Europe,Jet,Wide-body,Boeing,CRJ900,-900,5,271352,223,94,183,91,1976,511,2972,1503,180
21637,202112,"Taylor, Dixon and Villa",UQY,"Brown, Lopez and Owens",VSU,Domestic,Asia,Jet,Narrow-body,Boeing,A320,-200,6,380871,398,300,152,52,15353,45,1399,3120,200
21638,202404,Zamora-Colon,IVQ,Taylor-Navarro,FXF,International,South America,Helicopter,Wide-body,Boeing,737,-900,5,250331,271,299,94,91,12667,854,1544,1255,200
21639,202312,Peters PLC,ZKL,"Woodard, Young and Lynch",TAG,International,Africa,Turboprop,Narrow-body,Airbus,A320,-800,10,306038,399,166,193,81,15167,672,2838,155,220
21640,202311,"Jones, Gill and Gillespie",DYU,"Williams, Morris and Howard",MGZ,International,Europe,Jet,Wide-body,Bombardier,A320,-800,8,361084,311,142,10,77,19107,548,2000,3426,200
21641,202309,Rodriguez PLC,FHA,Williams-Mays,WPB,Domestic,Asia,Helicopter,Narrow-body,Airbus,E190,-200,8,65058,55,66,151,12,458,436,126,2125,220
21642,202011,"Le, Davis and Wallace",ALQ,Hoover PLC,RXI,International,North America,Helicopter,Wide-body,Bombardier,737,-1000,10,238676,38,17,200,59,14578,481,1539,3327,200
21643,202409,"Luna, Kelly and Scott",ZFL,"Bryant, Burton and Cox",GTM,International,Africa,Helicopter,Wide-body,Bombardier,CRJ900,-200,5,202823,425,139,165,11,13010,613,1578,141,180
21644,202408,Larsen Group,YXG,"Huang, Roberts and Werner",KXM,International,Asia,Helicopter,Narrow-body,Airbus,737,-200,2,151924,96,182,133,56,9664,376,1247,4145,220
21645,202312,Gallagher-Murray,IUM,"Garcia, Aguilar and Edwards",YAA,Domestic,North America,Turboprop,Wide-body,Airbus,737,-900,1,123986,165,71,179,22,18227,30,28,4331,150
21646,202411,Hunt Group,HSZ,"Jackson, Holder and Warren",BLU,International,Africa,Turboprop,Narrow-body,Boeing,E190,-900,4,349738,440,39,35,82,2493,208,674,427,180
21647,202401,Walker-Randolph,TGJ,Johnston and Sons,TUK,International,Oceania,Turboprop,Wide-body,Embraer,E190,-800,2,229312,51,221,186,34,18861,81,674,2286,220
21648,202409,Patterson Group,NDA,Murphy-Roy,LJJ,Domestic,North America,Jet,Wide-body,Bombardier,737,-200,8,378719,213,159,124,3,18700,487,2866,4177,150
21649,202410,"Carter, Brewer and Mccarty",TKT,Brewer-Morrison,ICW,Domestic,Oceania,Turboprop,Narrow-body,Airbus,737,-1000,10,79883,233,229,130,96,8206,803,1831,4665,250
21650,202503,Moran-Farrell,ILX,Shelton Inc,LJN,Domestic,Europe,Helicopter,Narrow-body,Bombardier,737,-1000,9,371603,15,161,115,18,11257,222,2208,4319,220
21651,202212,Flores-Barker,HNP,"Thompson, Lane and Jarvis",XFR,Domestic,Oceania,Helicopter,Narrow-body,Embraer,737,-900,6,255615,253,189,192,15,11642,405,406,3952,200
21652,202402,Freeman-Townsend,MTY,Hurley-Gonzalez,WWC,International,South America,Jet,Narrow-body,Boeing,E190,-900,10,160356,15,53,99,54,1410,907,2373,866,180
21653,202402,Richardson Group,DGN,Ford-Best,YOJ,Domestic,Europe,Helicopter,Narrow-body,Boeing,A320,-900,8,275828,472,299,127,37,17059,650,292,4260,200
21654,202012,Gates-Roberts,HBZ,Jacobs and Sons,LOG,Domestic,Europe,Jet,Wide-body,Bombardier,737,-800,9,238556,242,24,82,55,16393,957,996,1078,200
21655,202007,Hernandez-Cooke,VVI,"Williams, Roth and Berry",ELK,International,South America,Helicopter,Wide-body,Embraer,CRJ900,-800,10,100230,165,242,198,34,14384,394,2806,1863,250
21656,202307,Gardner-Allen,ICC,Miller-Landry,HOA,Domestic,South America,Helicopter,Narrow-body,Boeing,737,-1000,8,357275,403,173,107,84,14921,163,426,4535,200
21657,202105,Meyers-Chandler,OBB,"Brown, Hartman and James",JWR,Domestic,Oceania,Helicopter,Narrow-body,Boeing,E190,-900,9,373890,456,6,21,96,10974,443,2991,465,220
21658,202203,Yang Ltd,HML,"Campbell, Phillips and Guzman",NCK,International,South America,Helicopter,Wide-body,Bombardier,E190,-900,6,177420,46,154,100,82,14011,758,2964,243,250
21659,202109,Simpson LLC,CVU,"Taylor, Lang and Stewart",ELH,Domestic,Oceania,Turboprop,Wide-body,Airbus,A320,-1000,10,126148,390,24,17,31,17693,400,1216,3909,150
21660,202205,"Hernandez, King and Perez",FRC,"Kirby, Perez and Alvarado",XTB,International,Africa,Turboprop,Narrow-body,Bombardier,737,-1000,6,108629,5,141,24,24,15463,587,2769,2056,150
21661,202504,Carroll Group,LDW,Ford Group,OJH,Domestic,Oceania,Jet,Narrow-body,Airbus,CRJ900,-200,4,258577,306,277,13,28,18667,354,2533,2635,220
21662,202302,"Banks, Cook and Andrews",CEF,"Figueroa, Hicks and Stafford",YXL,Domestic,North America,Jet,Narrow-body,Boeing,CRJ900,-900,2,146674,57,237,99,50,480,365,694,2590,150
21663,202302,Hill-Velasquez,LLM,Owens-Calderon,JML,Domestic,North America,Helicopter,Wide-body,Bombardier,E190,-900,4,331550,466,216,37,61,20182,593,1494,4202,150
21664,202105,Davis-Wilson,TYZ,King PLC,SQM,International,South America,Helicopter,Narrow-body,Airbus,A320,-800,2,214500,439,20,115,5,10213,149,319,3848,180
21665,202112,"Smith, Wagner and Pitts",ZYX,Sandoval-Hines,RAG,Domestic,Oceania,Jet,Narrow-body,Embraer,CRJ900,-200,3,108357,215,98,163,88,14356,114,1230,2907,150
21666,202008,Jones and Sons,ELQ,Hernandez-Johnson,TCV,International,Asia,Jet,Narrow-body,Airbus,E190,-900,3,108806,315,145,111,62,19822,252,606,1982,180
21667,202110,Reed-Orr,YEP,Lindsey-Tucker,MDZ,International,Oceania,Turboprop,Narrow-body,Bombardier,CRJ900,-1000,7,159545,25,273,73,72,17978,424,806,3554,220
21668,202312,Black Inc,BIR,Harrison and Sons,AOH,Domestic,Oceania,Jet,Narrow-body,Airbus,737,-900,8,352151,443,194,22,17,8937,527,1207,3716,200
21669,202303,Spence-Garcia,JZP,Newton LLC,DFQ,International,Europe,Turboprop,Wide-body,Embraer,A320,-900,6,281744,286,5,55,16,1411,621,98,3093,150
21670,202203,Duncan LLC,IPZ,Crane-Adams,XYE,Domestic,North America,Helicopter,Wide-body,Bombardier,A320,-800,10,180699,174,161,84,54,15812,589,2912,811,250
21671,202210,"Simmons, Hall and Solomon",WAE,"Macias, Smith and Carroll",FEE,International,South America,Helicopter,Narrow-body,Embraer,CRJ900,-800,9,211028,288,265,8,88,16370,100,1083,4995,150
21672,202101,"Mendoza, Johnston and Rodriguez",SHS,Roberts Ltd,FPX,International,Africa,Turboprop,Narrow-body,Boeing,737,-200,4,290738,138,71,132,33,461,162,1076,4321,180
21673,202110,Miller-Fisher,MNK,Henderson-Gardner,JZC,International,Africa,Turboprop,Narrow-body,Bombardier,A320,-900,1,279363,12,169,73,37,6628,633,75,454,150
21674,202206,"Chambers, Williams and Sanders",JQJ,Foster-Walker,SXH,Domestic,Europe,Jet,Narrow-body,Airbus,737,-800,7,247458,338,215,25,12,5217,377,2714,667,200
21675,202306,"Miller, Silva and Fitzpatrick",XVY,"Rodriguez, Nash and Beasley",ZPI,International,Africa,Jet,Wide-body,Embraer,A320,-900,3,279321,291,138,18,20,8052,102,357,815,220
21676,202406,Villegas-Schroeder,BXE,"Knight, Stewart and Williams",RHX,International,Oceania,Helicopter,Wide-body,Embraer,737,-900,4,122964,266,100,59,24,17200,372,378,3,220
21677,202012,Reed-Campbell,HGL,"Warren, Jackson and Andrews",SXZ,International,Asia,Turboprop,Narrow-body,Embraer,A320,-1000,5,282041,288,187,187,85,2282,923,530,3083,200
21678,202409,Estrada-Baker,VUP,Clark-Bishop,XON,Domestic,Africa,Turboprop,Wide-body,Boeing,CRJ900,-1000,4,395265,176,256,78,58,7946,516,2694,4112,250
21679,202111,"Carr, Rodriguez and Rhodes",VWV,"Gonzalez, Simon and Smith",JUW,International,South America,Jet,Narrow-body,Embraer,CRJ900,-900,1,249852,40,174,140,69,17222,673,2661,3138,150
21680,202109,Jones-Rodgers,WKN,Phillips-Grant,WWH,International,Asia,Helicopter,Narrow-body,Bombardier,CRJ900,-900,7,78505,142,189,135,91,8974,684,55,2850,150
21681,202303,Richards-Nicholson,MWG,Wallace-Williams,NPK,International,Asia,Helicopter,Narrow-body,Boeing,A320,-900,9,389385,123,11,147,26,21211,770,277,2653,250
21682,202111,"Chavez, Howe and King",DSG,"Leon, Steele and Thompson",NFE,International,Oceania,Jet,Wide-body,Embraer,E190,-200,6,358131,363,83,173,2,14528,643,526,903,150
21683,202103,Jackson Ltd,TZN,Wright Inc,HUZ,Domestic,South America,Jet,Wide-body,Bombardier,737,-900,3,247850,466,46,11,58,4779,206,720,4967,180
21684,202111,Gonzalez PLC,NVQ,"Miller, Morris and Gill",PHO,International,Asia,Turboprop,Wide-body,Airbus,E190,-800,3,102677,364,129,31,78,465,33,2909,268,150
21685,202106,Cook Group,EHG,Myers-Shaw,MGQ,Domestic,North America,Jet,Wide-body,Embraer,E190,-900,1,93041,153,268,109,76,15746,240,2202,3083,250
